0,1,2,3,4,5,6,7
,Fennel,RF-290,OpenPollinated Variety,"AICRP on Spices, S.K.N. College of Agriculture, (SKN Agriculture University) Jobner  (Rajasthan).","Rajasthan, Gujarat, Uttar Pradesh, Bihar, and Haryana","This variety is most suitable under irrigated normal conditions. Moderately cool weather favours both the yield as well as the quality of the produce.Plants are erect and tall plants, medium maturity type, more branches and umbels per plant, more umbellets and seeds per umbel and long & bold seeds. It has high yield potential.The seed yield of this variety is 2065 kg/ha.This variety is resistant to ramularia blight.",
,Ajwain,Gujarat Ajwain 3,OpenPollinated Variety,"AICRP on Spices, Sardarkrushinagar Dantiwada Agricultural University, Jagudan, Sardarkrushinagar, Gujarat","Gujarat, Rajasthan, Haryana, Andhra Pradesh, Uttar Pradesh and Chhattisgarh","High yielding with an average seed yield of 1035 kg/ha. It has a greater number of umbels per plant, number of seeds per umbel, bold seed size (Test weight 1.15 g). It is suited for growing in dry tracts",
,Mango ginger,IISR Amrit,OpenPollinated Variety,"ICAR- Indian Institute of Spices Research, Marikunnu, (Post) Kozhikode, Kerala","Kerala, Bihar, Odisha, West Bengal, Chhattisgarh and Gujarat","Bold rhizomes, high yield (45.75 t/ha), light yellow core, desirable flavour (myrcene and β pinene), and contains 0.32% Essential oil. Tolerant to rhizome rot.",
,Plantation Crops,,,,,,
,Cocoa,Vittal Cocoa Hybrid-1,Hybrid,"ICAR- Central Plantation Crops Research Institute, Kasaragod, Kerala","Kerala, Karnataka and Tamil Nadu","Early bearing, stable, high yielder with medium canopy both under arecanut & coconut shades and suitable for high density planting. High dry beans yield 1.5-2.5 kg/tree/year in 15-18 m2canopy. Large bean size of international standard (1-1.10 g). It has desirable processing value for chocolate industry with 13% shelling, 87% nib recovery, >50% fat, 1% free fatty acids,rich in Fe and Zn contents.Withstands black pod rot and tea mosquito bug infestation and is tolerant to low moisture stress .",
,Cocoa,Vittal Cocoa Hybrid-2,Hybrid,"ICAR- CPCRI, Kasaragod, Kerala","Kerala, Karnataka, Tamil Nadu, Andhra Pradesh and Gujarat","Earlybearing, high yielder withblack pod rot disease resistanceboth under arecanut & coconut gardens. Dry beans yield 1.5-2.5 kg/tree/year in 14-20 m2canopy. Large beans (1-1.2 g), have processing value for chocolate industry. It has 13% shelling,87% nib recovery, >50% fat, 1% free fatty acids, rich in Fe and Zn contents.Suitable for high density planting and hasfield tolerance to tea mosquito bug and low moisture stress.",
,Cashew,Nethra Jumbo-1,Hybrid,"ICAR- Directorate of Cashew Research, Puttur, Dakshina Kannada District, Karnataka",Karnataka,"It is a variety suitable forrainfedconditions jumbo nuts (12 g), with premium grade kernel (W130), saves the labor on harvesting and ensures about 10% higher price due to bigger size nuts and higher yield over the standard variety Bhaskara and NRCC Selection-2. It is cluster bearing with 5-6 fruits per panicle. The nut size is uniform, Kernels are bold with 3.4 g average weight, and has easy testa peeling.",
,Cashew,Nethra Ganga (H-130),Hybrid,"ICAR- Directorate of Cashew Research, Puttur, Dakashinakannda, Karnataka",Karnataka,"It has bold nuts (12-13 g) and high yielding hybrid with cluster bearing habit, high precocity with 6-8 nuts per panicles. It has high shelling value (29.5%). An early flowering with uniform sweet kernels. It is suitable for high density planting under rainfed conditions.",
,Coconut,Kalpa Suvarna,OpenPollinated Variety,"ICAR-Central Plantation Crops Research Institute, Kasaragod, Kerala",Karnataka and Kerala,"It is a dwarf, high yielding, dual purpose coconut variety with green coloured, oblong fruits havingsweet tender coconut water andgood quality copra. Early flowering variety (30-36 months after planting),suitable for processing for tender coconut water and copra production.",
,Coconut,Kalpa Shatabdi,OpenPollinated Variety,"ICAR- Central Plantation Research Institute, Kasaragod, Kerala","Kerala, Karnataka and Tamil Nadu","This is a dual purpose coconut variety, with large fruits, suitable for copra and tender nut production. It bears greenish yellow fruits withgreater volume (612 mL) of good quality tender nut water andhighcopra content (273 g)",
,Flower Crops,,,,,,
,Marigold,Pusa Bahar,OpenPollinated Variety,"ICAR-Indian Agricultural Research Institute, New Delhi","Punjab, Uttar Pradesh, Bihar and Jharkhand, Chhattisgarh, Odisha, Andhra Pradesh andTelangana, Rajasthan, Gujarat, Haryana and Delhi,Madhya Pradesh, Maharashtra and Goa.","This variety is vigorous having plant height of 75-85 cm. It produces compact, flattened, attractive and large size (8-9 cm) flowers of yellow colour (RHS Yellow Group: 9A). It is very floriferous, producing on an average 50-60 large-sized flowers per plant. It is suitable for loose flowers, bedding in gardens as well as other floral decorations (loose flowers). It is flower is summer and tolerate high temperature.",
,Tuberose,Arka Vaibhav,Hybrid,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka","West Bengal, Assam, Punjab, Uttar Pradesh, Bihar, Rajasthan, Delhi, Maharashtra, Karnataka and Tamil Nadu","It produces double-type flowers on medium tall spikes. The flower buds are greenish in colour, florets are white in colour and ideal as a cut flower.  The spike yield ranges from 2.5-3.0 lakh spikes/ ha/ year.It has field tolerance to root knot nematode.",
,Crossandra,Arka Shreeya,Hybrid,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka","Andhra Pradesh, Maharashtra and Karnataka","Novel flower colour orange-red florets (Orange Red group 32A), high loose flower yield (2269.2 kg/ac/year), increase yield (172.67%) over Local check.Moderately resistant toPhytophthorawilt.",
,Gladiolus,Arka Amar,Hybrid,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka","Himachal Pradesh, Punjab, Jharkhand, Andhra Pradesh and Maharashtra","The flowers are red colour having red margin and white line on tepals with yellow blotch. It has a long spike (101 cm) with good rachis length (50 cm) and bears 17 florets per spike. It yields 1.81 flower spikes and 2 corms /corm and 23 cormels.It is highly resistant toFusariumwilt disease.It is suitable for cut flower, floral arrangement and garden display.",
,Gladiolus,Arka Aayush,Hybrid,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka","West Bengal, Punjab, Rajasthan and Maharashtra","Its florets are with a unique colour: Blotch Red with Yellow border. The florets are open-faced, thick, slightly ruffled and arranged in double rows. It isresistant toFusariumwiltdisease. Suitable for cut flower, bouquet preparation, floral arrangement and garden display.",
,Medicinal Plants,,,,,,
,Velvet Bean,Arka Dhanvantari,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",Karnataka,Long duration variety (180-190 days) with non-itchy trichomes on pods. High seed yield of 2- 2.5 t/ha with high L-Dopa content of 4.5 to 5.5%.It is highly drought tolerant.,
,Velvet Bean,Arka Daksha,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",Karnataka,Medium duration variety comes to maturity 150-160 days after sowing. It has non-itchy trichomes on pods.  Gives seed yield of 1.6- 2 t/ha with high L-Dopa content of 3.5 to 4.5%.,
,Ashwagandha,Arka Ashwagandha,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",Karnataka,"It is pure line selection with high dry root yield of 11.95 q/ha and total withanolide content of 0.580%. Characterized by pencil thick roots and desired root depth of around 30 cm.It has early vigour, field tolerance to bacterial wilt, late blight diseases and pests viz., Epilachna beetle, mites and aphids.",
,Mandukaparni,Arka Prabhavi,OpenPollinated Variety,"ICAR-Indian Institute of Horticultural Research, Bengaluru, Karnataka",Karnataka,It produces 13 tonnes of fresh herb and 2.3 tonnes of dry herb/ ha/ year withhigher asiaticoside content (3.85%) and higher tri-terpenoid content (7.27%). Good for herbal industries for extraction of triterpenoids.,
,,,,,,,
